ATAR Range
44.70 86.40 86.44
44.65 86.34 86.39
44.60 86.27 86.33
44.55 86.19 86.26
44.50 86.14 86.18
44.45 86.08 86.13
44.40 85.99 86.07
44.35 85.93 85.98
44.30 85.88 85.92
44.25 85.81 85.87
44.20 85.76 85.80
44.15 85.71 85.75
44.10 85.66 85.70
44.05 85.60 85.65
Victorian Tertiary Admissions Centre
2024 Aggregate to ATAR Table
12 December 2024
Page 12 of 14
ATAR Range
44.00 85.52 85.59
43.95 85.46 85.51
43.90 85.40 85.45
43.85 85.32 85.39
43.80 85.24 85.31
43.75 85.17 85.23
43.70 85.08 85.16
43.65 84.99 85.07
43.60 84.93 84.98
43.55 84.87 84.92
43.50 84.80 84.86
43.45 84.74 84.79
43.40 84.64 84.73
43.35 84.59 84.63
43.30 84.51 84.58
43.25 84.44 84.50
43.20 84.37 84.43
43.15 84.29 84.36
43.10 84.21 84.28
43.05 84.12 84.20
43.00 84.05 84.11
42.95 83.95 84.04
42.90 83.89 83.94
42.85 83.81 83.88
42.80 83.75 83.80
42.75 83.69 83.74
42.70 83.61 83.68
42.65 83.56 83.60
42.60 83.48 83.55
42.55 83.42 83.47
42.50 83.33 83.41
42.45 83.23 83.32
42.40 83.16 83.22
42.35 83.08 83.15
ATAR Range
42.30 82.98 83.07
42.25 82.93 82.97
42.20 82.87 82.92
42.15 82.79 82.86
42.10 82.70 82.78
42.05 82.56 82.69
42.00 82.50 82.55
41.95 82.40 82.49
41.90 82.29 82.39
41.85 82.22 82.28
41.80 82.14 82.21
41.75 82.05 82.13
41.70 81.97 82.04
41.65 81.92 81.96
41.60 81.85 81.91
41.55 81.79 81.84
41.50 81.71 81.78
41.45 81.65 81.70
41.40 81.58 81.64
41.35 81.51 81.57
41.30 81.43 81.50
41.25 81.37 81.42
41.20 81.26 81.36
41.15 81.18 81.25
41.10 81.09 81.17
41.05 81.02 81.08
41.00 80.94 81.01
40.95 80.88 80.93
40.90 80.81 80.87
40.85 80.75 80.80
40.80 80.69 80.74
40.75 80.63 80.68
40.70 80.50 80.62
40.65 80.42 80.49
ATAR Range
40.60 80.33 80.41
40.55 80.24 80.32
40.50 80.14 80.23
40.45 80.07 80.13
40.40 79.99 80.06
40.35 79.93 79.98
40.30 79.88 79.92
40.25 79.81 79.87
40.20 79.77 79.80
40.15 79.69 79.76
40.10 79.63 79.68
40.05 79.57 79.62
40.00 79.51 79.56
39.95 79.45 79.50
39.90 79.37 79.44
39.85 79.29 79.36
39.80 79.23 79.28
39.75 79.15 79.22
39.70 79.05 79.14
39.65 78.97 79.04
39.60 78.89 78.96
39.55 78.80 78.88
39.50 78.76 78.79
39.45 78.69 78.75
39.40 78.61 78.68
39.35 78.54 78.60
39.30 78.50 78.53
39.25 78.42 78.49
39.20 78.34 78.41
39.15 78.24 78.33
39.10 78.15 78.23
39.05 78.06 78.14
39.00 78.01 78.05
38.95 77.95 78.00
Victorian Tertiary Admissions Centre
2024 Aggregate to ATAR Table
12 December 2024
Page 13 of 14
ATAR Range
38.90 77.86 77.94
38.85 77.80 77.85
38.80 77.75 77.79
38.75 77.64 77.74
38.70 77.58 77.63
38.65 77.51 77.57
38.60 77.46 77.50
38.55 77.37 77.45
38.50 77.27 77.36
38.45 77.21 77.26
38.40 77.13 77.20
38.35 77.08 77.12
38.30 77.04 77.07
38.25 76.98 77.03
38.20 76.91 76.97
38.15 76.84 76.90
38.10 76.78 76.83
38.05 76.68 76.77
38.00 76.63 76.67
37.95 76.54 76.62
37.90 76.50 76.53
37.85 76.43 76.49
37.80 76.38 76.42
37.75 76.33 76.37
37.70 76.22 76.32
37.65 76.17 76.21
37.60 76.06 76.16
37.55 75.99 76.05
37.50 75.91 75.98
37.45 75.84 75.90
37.40 75.78 75.83
37.35 75.73 75.77
37.30 75.68 75.72
37.25 75.62 75.67
ATAR Range
37.20 75.54 75.61
37.15 75.48 75.53
37.10 75.41 75.47
37.05 75.35 75.40
37.00 75.30 75.34
36.95 75.21 75.29
36.90 75.13 75.20
36.85 75.04 75.12
36.80 74.99 75.03
36.75 74.93 74.98
36.70 74.89 74.92
36.65 74.81 74.88
36.60 74.76 74.80
36.55 74.68 74.75
36.50 74.61 74.67
36.45 74.53 74.60
36.40 74.46 74.52
36.35 74.35 74.45
36.30 74.26 74.34
36.25 74.18 74.25
36.20 74.08 74.17
36.15 74.00 74.07
36.10 73.94 73.99
36.05 73.89 73.93
36.00 73.83 73.88
35.95 73.73 73.82
35.90 73.62 73.72
35.85 73.55 73.61
35.80 73.49 73.54
35.75 73.45 73.48
35.70 73.39 73.44
35.65 73.32 73.38
35.60 73.25 73.31
35.55 73.19 73.24
ATAR Range
35.50 73.11 73.18
35.45 73.04 73.10
35.40 72.97 73.03
35.35 72.93 72.96
35.30 72.88 72.92
35.25 72.80 72.87
35.20 72.75 72.79
35.15 72.69 72.74
35.10 72.59 72.68
35.05 72.48 72.58
35.00 72.41 72.47
34.95 72.33 72.40
34.90 72.25 72.32
34.85 72.17 72.24
34.80 72.11 72.16
34.75 72.07 72.10
34.70 72.01 72.06
34.65 71.95 72.00
34.60 71.87 71.94
34.55 71.81 71.86
34.50 71.75 71.80
34.45 71.70 71.74
34.40 71.60 71.69
34.35 71.53 71.59
34.30 71.46 71.52
34.25 71.38 71.45
34.20 71.29 71.37
34.15 71.24 71.28
34.10 71.12 71.23
34.05 71.04 71.11
34.00 70.97 71.03
33.95 70.91 70.96
33.90 70.86 70.90
33.85 70.77 70.85
Victorian Tertiary Admissions Centre
2024 Aggregate to ATAR Table
12 December 2024
Page 14 of 14
ATAR Range
33.80 70.70 70.76
33.75 70.66 70.69
33.70 70.61 70.65
33.65 70.52 70.60
33.60 70.40 70.51
33.55 70.35 70.39
33.50 70.28 70.34
33.45 70.24 70.27
33.40 70.17 70.23
33.35 70.09 70.16
33.30 70.03 70.08
33.25 69.96 70.02
33.20 69.88 69.95
33.15 69.83 69.87
33.10 69.74 69.82
33.05 69.69 69.73
33.00 69.63 69.68
32.95 69.56 69.62
32.90 69.49 69.55
32.85 69.44 69.48
32.80 69.38 69.43
32.75 69.30 69.37
32.70 69.22 69.29
32.65 69.16 69.21
32.60 69.05 69.15
32.55 68.97 69.04
ATAR Range
32.50 68.94 68.96
32.45 68.87 68.93
32.40 68.81 68.86
32.35 68.77 68.80
32.30 68.74 68.76
32.25 68.66 68.73
32.20 68.59 68.65
32.15 68.53 68.58
32.10 68.45 68.52
32.05 68.36 68.44
32.00 68.32 68.35
31.95 68.24 68.31
31.90 68.14 68.23
31.85 68.11 68.13
31.80 68.07 68.10
31.75 68.00 68.06
31.70 67.94 67.99
31.65 67.85 67.93
31.60 67.81 67.84
31.55 67.76 67.80
31.50 67.70 67.75
31.45 67.63 67.69
31.40 67.60 67.62
31.35 67.52 67.59
31.30 67.47 67.51
31.25 67.36 67.46
ATAR Range
31.20 67.24 67.35
31.15 67.16 67.23
31.10 67.11 67.15
31.05 67.07 67.10
31.00 67.00 67.06
30.95 66.90 66.99
30.90 66.80 66.89
30.85 66.75 66.79
30.80 66.74 66.74
30.75 66.71 66.73
30.70 66.64 66.70
30.65 66.55 66.63
30.60 66.51 66.54
30.55 66.43 66.50
30.50 66.37 66.42
30.45 66.21 66.36
30.40 66.16 66.20
30.35 66.12 66.15
30.30 66.04 66.11
30.25 65.96 66.03
30.20 65.91 65.95
30.15 65.80 65.90
30.10 65.76 65.79
30.05 65.66 65.75
30.00 65.62 65.65
< 30 0.00 65.61
